Moviename'; 'Userscore';Author'
avatar;9;RyanM.
avatar;10;SS
beasts-of-the-southern-wild;9;Summersausage
avatar;9;DavidP.
the-dark-knight-rises;10;Snodog
dark-shadows;10;JohnnyStephens
compliance;8;beingryanjude
avatar;9;MikeE.
the-dark-knight-rises;10;fanguychris
pitch-perfect;8;moonman1994
looper;9;bsykes91
avatar;9;MarkM.
avatar;8;JomarD
moonrise-kingdom;9;beingryanjude
avatar;9;RossD
prometheus;10;heyitsmegrif4
avatar;9;DylanB
hit-and-run;9;cameronmorewood
avatar;9;Puno
looper;8;Meth-dude
premium-rush;9;EssenceOfSugar
premium-rush;10;Zilcell
looper;8;CineAutoctono
avatar;8;Xerxes
drive;10;Meth-dude
killer-joe;8;TheQuietGamer
looper;8;EpicLadySponge
avatar;9;mauriciol
killer-joe;8;Spangle
pitch-perfect;9;sil3nt_nick
ted;8;JonnyFendi
avatar;9;CurtisS
arbitrage;9;Compi24
frankenweenie;8;Zilcell
avatar;9;DarlaW
frankenweenie;8;Trev29
moonrise-kingdom;8;Spangle
avatar;8;SteveF
prometheus;8;Tokyochuchu
avatar;9;KevT
drive;10;EddyGregs
killer-joe;9;FilmVirtue
avatar;8;nickt.
drive;10;MovieManiac83
the-dark-knight-rises;9;gregthreet
avatar;8;ScottB
frankenweenie;8;Rox22
moonrise-kingdom;8;Summersausage
frankenweenie;9;FreedomFighters
avatar;9;AS
premium-rush;9;StevenF
the-intouchables;9;Rikiege
avatar;8;eric
frankenweenie;8;EpicLadySponge
avatar;8;Trevor
drive;8;EpicLadySponge
avatar;9;LukeParish
the-avengers-2012;10;Zilcell
taken-2;8;potatoes351
total-recall-2012;8;Patrick94
ted;8;vahn
drive;8;Jacob
avatar;9;LornaS.
dredd;10;Dalek
avatar;8;DanielP.
robot-and-frank;8;beingryanjude
the-avengers-2012;10;StevenF
the-perks-of-being-a-wallflower;10;Creativita
premium-rush;8;MovieGuys
taken-2;8;EssenceOfSugar
premium-rush;9;Meth-dude
total-recall-2012;8;oxana
the-dark-knight-rises;10;heyitsmegrif4
dredd;8;imthenoob
the-perks-of-being-a-wallflower;9;Spangle
ted;8;StevenF
ted;8;Tss5078
avatar;9;scottm
the-perks-of-being-a-wallflower;9;sil3nt_nick
ted;9;fanguychris
dredd;8;StevenF
the-avengers-2012;10;oxana
avatar;9;CiaranW
sound-city;8;cameronmorewood
this-is-not-a-film;9;EpicLadySponge
avatar;8;ErikJ
undefeated;9;Spangle
the-dark-knight-rises;10;anshiman
avatar;9;KenR
the-avengers-2012;8;imthenoob
the-avengers-2012;8;Snodog
life-of-pi;10;Zilcell
ted;8;TowerPowerHour
the-perks-of-being-a-wallflower;9;jc15
the-bourne-legacy;8;DanBurrito
ted;8;Jack101
the-perks-of-being-a-wallflower;10;StevenF
total-recall-2012;8;Meth-dude
rise-of-the-guardians;8;Zilcell
avatar;9;AngelinaM
ted;8;cameronmorewood
the-perks-of-being-a-wallflower;10;potatoes351
life-of-pi;9;anshiman
ted;8;YoursTruly
life-of-pi;8;Iky009
avatar;8;RaulC.
the-avengers-2012;10;Juanolo
ted;8;Compi24
life-of-pi;8;homer4president
dredd;8;TheQuietGamer
dredd;9;Tokyochuchu
rise-of-the-guardians;8;TheQuietGamer
hitchcock;8;StevenF
rise-of-the-guardians;9;TheCritic1
avatar;8;LinhN
the-perks-of-being-a-wallflower;9;cameronmorewood
the-perks-of-being-a-wallflower;8;Compi24
rise-of-the-guardians;10;imthenoob
avatar;9;PatrickP.
avatar;9;GentiB
avatar;9;SergioP.
drive;9;Spangle
avatar;9;JoPools
avatar;9;TDKinDallas
rise-of-the-guardians;8;Rox22
avatar;9;DaveW.
drive;10;MasterRiley
avatar;8;WilliamC
sinister-2012;8;Spangle
the-perks-of-being-a-wallflower;10;bfoore90
broken-city;8;imthenoob
avatar;9;SeldoV
avatar;8;MitchM
broken-city;8;JohnnyStephens
avatar;9;JamesB
last-stand;8;TheQuietGamer
avatar;9;PAB
parker;8;Tss5078
life-of-pi;9;cameronmorewood
avatar;8;TiberiuC
avatar;8;JohnN
avatar;9;GadingG
avatar;9;MattA
avatar;8;Jpaul81
the-perks-of-being-a-wallflower;8;CineAutoctono
life-of-pi;9;csw12
avatar;9;JamesH
the-perks-of-being-a-wallflower;10;MasterRiley
the-avengers-2012;9;Official
sinister-2012;8;MovieGuys
life-of-pi;8;dharma
sinister-2012;8;Meth-dude
oz-the-great-and-powerful;8;Zilcell
snitch;9;TheQuietGamer
zero-dark-thirty;9;Khunter4382
avatar;9;FrankS
avatar;9;CambriaM.
life-of-pi;8;Compi24
ted;8;DanBurrito
avatar;9;DanT
avatar;9;JesseJ.
life-of-pi;8;worleyjamers
ted;8;AaronWasserman1
stoker;9;TheQuietGamer
avatar;9;BobE.
oz-the-great-and-powerful;8;Compi24
avatar;9;KellenB
avatar;9;FrankW
stoker;8;moonman1994
prometheus;8;Zilcell
mud;8;worleyjamers
mud;8;Compi24
avatar;9;ClourenceW
life-of-pi;8;TheQuietGamer
avatar;9;DerrickM
life-of-pi;10;Tokyochuchu
the-dark-knight-rises;8;jwt7000
life-of-pi;8;JonnyFendi
the-kings-of-summer;8;Tss5078
avatar;9;DevonC.
avatar;8;BryanK
dredd;10;Meth-dude
life-of-pi;10;StevenF
life-of-pi;8;imthenoob
life-of-pi;9;Trev29
avatar;9;pvn271
avatar;8;MattB.
the-avengers-2012;9;Garian
mud;9;TheQuietGamer
avatar;9;TomazoP.
the-dark-knight-rises;8;Khunter4382
avatar;8;KateM
warm-bodies;8;potatoes351
avatar;8;josephr.
zero-dark-thirty;10;phAtBenJ
mud;9;StevenF
the-worlds-end;8;Meth-dude
zero-dark-thirty;9;Compi24
avatar;9;DavidD.
oz-the-great-and-powerful;8;TheQuietGamer
warm-bodies;8;Rox22
the-worlds-end;8;Viper8787
zero-dark-thirty;10;worleyjamers
mud;9;Trev29
the-avengers-2012;10;Rikiege
mud;8;NikolayG
oz-the-great-and-powerful;8;dharma
the-avengers-2012;10;hardkor33
the-dark-knight-rises;9;EssenceOfSugar
the-worlds-end;8;MovieManiac83
avatar;8;JackC
the-avengers-2012;9;Compi24
the-hobbit-an-unexpected-journey;10;giannis19962012
avatar;10;KenC.k
the-worlds-end;8;EpicLadySponge
avatar;8;JoeS
oz-the-great-and-powerful;8;Trev29
the-avengers-2012;9;Rox22
avatar;8;JoshuaA
life-of-pi;8;BradySmith
prometheus;10;TheCritic1
prometheus;8;spacecaptain
avatar;9;jenj
the-avengers-2012;8;BradySmith
mud;9;MovieGuys
avatar;9;NathanS.
avatar;8;KB
zero-dark-thirty;10;bsykes91
avatar;8;JimboH.
life-of-pi;8;SEROJ
avatar;9;JesseD.
the-way-way-back;8;beingryanjude
the-heat;9;MovieGuys
avatar;9;SimonS.
the-way-way-back;10;csw12
mud;8;Spangle
avatar;9;JeffV.
the-way-way-back;9;Trev29
avatar;9;kyleT.
the-way-way-back;8;Spangle
scary-movie-5;9;TheQuietGamer
the-avengers-2012;10;pottomless
before-midnight;8;Spangle
oblivion;8;Compi24
zero-dark-thirty;10;beingryanjude
the-avengers-2012;9;Scorpion
the-conjuring;8;csw12
zero-dark-thirty;8;Trev29
zero-dark-thirty;8;Official
avatar;9;StephenB
avatar;9;SamP
avatar;9;JohnD
the-way-way-back;9;MovieGuys
zero-dark-thirty;8;Spangle
avatar;9;Seanismyname
avatar;9;Tom
life-of-pi;9;diogomendes
life-of-pi;9;Viper8787
life-of-pi;8;EpicLadySponge
life-of-pi;9;Blanche
zero-dark-thirty;8;BradySmith
the-avengers-2012;8;MovieGuys
the-dark-knight-rises;10;GagaForGhibli
the-avengers-2012;9;cag11
the-avengers-2012;10;FreedomFighters
the-dark-knight-rises;8;SilverMan
the-conjuring;9;FrozenStar90
were-the-millers;9;TheQuietGamer
the-internship;9;reviewmatt
the-internship;8;TheQuietGamer
before-midnight;8;NikolayG
the-avengers-2012;9;supermann234
the-dark-knight-rises;8;Spangle
the-avengers-2012;10;diogomendes
the-avengers-2012;8;Viper8787
avatar;9;JS
avatar;8;Colleen
the-conjuring;9;Compi24
man-of-steel;9;bfoore90
paranoia;9;Tss5078
zero-dark-thirty;9;MovieGuys
iron-man-3;9;StevenF
the-avengers-2012;9;ChrisTaylor94
before-midnight;9;EpicLadySponge
avatar;10;MishaelM.
zero-dark-thirty;9;Viper8787
avatar;10;chloel
avatar;10;LuisB
avatar;9;AndrewS.
avatar;10;JohnF
avatar;9;MichaelW
the-hobbit-an-unexpected-journey;9;fanguychris
avatar;10;AlM
zero-dark-thirty;9;EpicLadySponge
the-avengers-2012;9;emlugo123
the-avengers-2012;9;homer4president
avatar;9;GianlucaP
avatar;10;PatarR
avatar;10;Eljen
avatar;10;ToddS
avatar;10;JacobD
avatar;10;MarkR.
lone-ranger;10;Dalek
the-avengers-2012;8;Epik_Ninnja
avatar;10;JimN.
the-act-of-killing;9;EpicLadySponge
the-avengers-2012;8;CineAutoctono
avatar;10;PeterL.
avatar;10;AndrewA.
avatar;10;JanK
lone-ranger;10;JohnnyStephens
avatar;8;Harrison
more-than-honey;8;mrnice
avatar;9;keira
lone-ranger;8;DibbHansen
avatar;8;MattB
the-avengers-2012;9;EpicLadySponge
avatar;9;Chris
the-avengers-2012;9;BarneyOnMT
avatar;8;JimH
avatar;10;ZachK
avatar;10;jackb
avatar;10;AsgautB
avatar;10;AdamB
the-dark-knight-rises;9;Rikiege
the-avengers-2012;8;Blanche
avatar;10;RP
lone-ranger;8;cag11
the-avengers-2012;8;Futuredirector
avatar;9;TimJ
avatar;10;AdamP.
avatar;10;CamT
the-conjuring;9;Trev29
avatar;10;NV.
man-of-steel;8;MasterRiley
avatar;8;Marc
oblivion;8;Tokyochuchu
avatar;10;AlexB
avatar;10;Oscarv
avatar;10;AndyG.
avatar;10;RCoboA
man-of-steel;8;moheeto
avatar;10;RichD
percy-jackson-sea-of-monsters;8;TheQuietGamer
avatar;10;DavidW.
avatar;10;KarlR
avatar;10;ClaudeS.
avatar;10;BenD.
man-of-steel;10;SonicHD7
the-conjuring;8;Spangle
avatar;9;JasonJ.
the-dark-knight-rises;9;RvwFromUpHere
the-conjuring;8;JawsLaxerDrama
avatar;10;JoshN
the-avengers-2012;8;MasterRiley
avatar;10;Kyle
iron-man-3;8;Dalek
the-conjuring;9;Rox22
oblivion;8;Tss5078
avatar;10;TimE.
the-hobbit-an-unexpected-journey;9;Khunter4382
elysium;8;Compi24
avatar;10;Bob.
avatar;10;RyanW.
avatar;10;bsk.
avatar;10;dimitrisl
avatar;10;CodyS
avatar;10;andrewt
iron-man-3;8;Compi24
the-dark-knight-rises;9;dharma
avatar;10;DuaneC
in-a-world;8;beingryanjude
avatar;10;ChristopherC
percy-jackson-sea-of-monsters;8;DanBurrito
avatar;10;FredH
the-dark-knight-rises;9;dev92
avatar;10;BenH
iron-man-3;9;Scorpion
avatar;9;FrankO
avatar;10;NorvellJM
avatar;10;RJR
avatar;10;HankB
blue-jasmine;8;Trev29
avatar;10;[Anonymous]
elysium;8;MovieGuys
avatar;10;JamesD
avatar;9;BenM
wadjda;9;Iky009
rush;10;JohnnyStephens
avatar;10;PatrickG
avatar;10;TroyW.
avatar;10;BobJ.
avatar;9;MichaelR.
avatar;10;Gregory
avatar;10;MichaelF.
avatar;10;ArnoldP.
insidious-chapter-2;8;AaronWasserman1
don-jon;8;Meth-dude
avatar;10;ChaseS.
rush;9;dharma
avatar;9;CurtisS.
avatar;10;AndrewP.
rush;10;Official
avatar;10;DonS.
the-dark-knight-rises;10;csw12
avatar;10;MarkG.
oblivion;8;Scorpion
avatar;9;DavidH.
about-time;8;Spangle
avatar;10;JimM.
nebraska;9;Scorpion
avatar;10;GEOFD.
the-hobbit-an-unexpected-journey;8;heyitsmegrif4
prometheus;8;Rikiege
avatar;10;MartinR.
nebraska;9;MovieGuys
avatar;10;JeffE.
avatar;10;BW
avatar;9;ChrisR.
avatar;10;SpotB.
avatar;10;michaelG.
avatar;10;JordanW.
blue-jasmine;10;NikolayG
avatar;10;PattyH
avatar;10;S.Harris
avatar;10;edmon
mr-nobody;9;Spangle
avatar;9;CindyC.
avatar;10;DomC.
prometheus;8;Compi24
avatar;10;CharlesR.
blue-jasmine;8;Jacob
the-conjuring;9;MovieManiac83
avatar;9;BeverlyD
the-conjuring;8;CineAutoctono
avatar;9;UzairSheikh
blue-jasmine;8;Tokyochuchu
avatar;10;ArmandoP
avatar;10;davidb
blue-jasmine;8;beingryanjude
avatar;10;WillA
avatar;10;KevinB
blue-jasmine;8;Spangle
avatar;10;AnonymousMC
avatar;10;BrandonM
avatar;10;KanzA
avatar;10;PhilipJ
rush;8;imthenoob
avatar;10;TylerS
12-years-a-slave;8;Jacob
the-conjuring;10;nestoryavith
nebraska;8;csw12
avatar;10;RandyY
nebraska;10;Trev29
avatar;10;DirtM
12-years-a-slave;10;beingryanjude
the-hunger-games-catching-fire;8;BradySmith
blue-jasmine;8;MovieGuys
nebraska;8;Spangle
avatar;10;NunoD.
blue-is-the-warmest-color;10;JohnnyStephens
avatar;9;DarrenM
rush;8;Compi24
avatar;10;TobiA
nebraska;9;BradySmith
avatar;9;CodyM
avatar;10;MaxW
avatar;10;ChrisS.
12-years-a-slave;9;Viper8787
avatar;10;IsaacW.
avatar;10;BobS.
avatar;10;Bman
avatar;10;JimC.
avatar;10;Mickey
blue-is-the-warmest-color;9;CineAutoctono
avatar;10;RileyG.
kick-ass-2;8;Meth-dude
avatar;9;Nash
12-years-a-slave;10;MovieGuys
avatar;9;tomw
avatar;10;donnytg
gravity;8;Epik_Ninnja
x-men-days-of-future-past;8;EpicLadySponge
the-dark-knight-rises;10;potatoes351
gravity;9;diogomendes
avatar;10;cww
12-years-a-slave;8;Compi24
avatar;10;himterd
avatar;9;AnjiB
robocop-2013;8;Scorpion
avatar;10;angelR
avatar;10;JPO
the-grand-budapest-hotel;9;Spangle
avatar;10;AdamC
the-grand-budapest-hotel;8;dev92
avatar;10;DanielM.
avatar;9;KeromeKerome
prometheus;8;dharma
avatar;9;TimH
12-years-a-slave;8;Spangle
rush;9;MasterRiley
the-grand-budapest-hotel;8;Compi24
avatar;10;myram
avatar;10;PhilJ.
elysium;9;TheQuietGamer
the-hunger-games-catching-fire;8;homer4president
avatar;10;TomM.
iron-man-3;9;TheQuietGamer
avatar;10;KateH
gravity;9;emlugo123
avatar;10;Nina
avatar;9;Reb
avatar;9;roberti
elysium;8;BradySmith
the-hunger-games-catching-fire;10;TheQuietGamer
avatar;10;IanyM
the-hunger-games-catching-fire;10;potatoes351
gravity;9;CineAutoctono
avatar;10;ChristopherN
avatar;10;tjs
avatar;9;HyperS
elysium;8;Scorpion
avatar;10;SE
thor-the-dark-world;8;Compi24
avatar;10;JalalA.K.
the-grand-budapest-hotel;10;Meth-dude
avatar;10;BrunoP
the-dark-knight-rises;9;Garian
avatar;8;MasonD
avatar;10;LarryK.
her;9;grandpajoe6191
the-hunger-games-catching-fire;10;Trev29
that-awkward-moment;8;TheQuietGamer
gravity;8;homer4president
avatar;10;JeffreyW.
the-hunger-games-catching-fire;10;heyitsmegrif4
avatar;9;dl
her;10;diogomendes
the-dark-knight-rises;9;TheQuietGamer
avatar;10;linda
avatar;10;Collin
ernest-celestine;9;Iky009
avatar;8;sreekiran
avatar;8;nunchuks
avatar;9;Pixarlover
the-hobbit-an-unexpected-journey;8;TheQuietGamer
avatar;8;kingshahid
bad-words;9;Compi24
the-hobbit-an-unexpected-journey;8;Tokyochuchu
avatar;9;roddersj04
bad-words;8;Pimpinpakman
the-hobbit-an-unexpected-journey;8;JonnyFendi
need-for-speed;9;Razv
avatar;8;greengobbie
the-dark-knight-rises;8;mrnice
thor-the-dark-world;9;TheQuietGamer
avatar;9;Bathmat
avatar;8;JonnyFendi
avatar;9;Canamavrick
bad-words;9;TheQuietGamer
the-raid-2;10;TheQuietGamer
elysium;8;Official
avatar;10;yeti_san
thor-the-dark-world;8;Tss5078
the-hobbit-an-unexpected-journey;8;grandpajoe6191
elysium;10;Patrick94
gravity;9;BradySmith
avatar;10;gengrenjie
the-hunger-games-catching-fire;10;Tss5078
the-grand-budapest-hotel;8;Rutger-Kikkert
avatar;10;TheCritic1
the-hunger-games-catching-fire;8;csw12
avatar;9;TheChaser1985
her;10;imthenoob
the-hobbit-an-unexpected-journey;10;Zilcell
avatar;10;Jcrank42210
12-years-a-slave;9;Iky009
avatar;9;CursedKnight187
avatar;8;lovemusic
the-hobbit-an-unexpected-journey;9;StevenF
prometheus;8;homer4president
avatar;10;Markc
avatar;10;Deer50
avatar;8;Halfwelshman
prometheus;8;Epik_Ninnja
avatar;10;Predrag
avatar;10;cylixdemas
iron-man-3;8;MovieGuys
avatar;10;Vic
the-dark-knight-rises;8;JawsLaxerDrama
the-dark-knight-rises;8;cameronmorewood
12-years-a-slave;8;Tokyochuchu
avatar;8;davenbettridge
the-dark-knight-rises;9;jfrotylpe532
the-dark-knight-rises;10;Compi24
avatar;8;LevelsAndGear
12-years-a-slave;8;Official
iron-man-3;8;SythusRATINGS
need-for-speed;8;TheQuietGamer
avatar;9;Potter17
avatar;10;joelschnick
avatar;10;cub317
the-hobbit-an-unexpected-journey;8;Official
avatar;10;debjyotinsec
iron-man-3;8;Tss5078
the-hunger-games-catching-fire;10;dudu_95
avatar;10;StevenF
iron-man-3;9;oxana
avatar;9;MokoReviews
out-of-the-clear-blue-sky;9;EpicLadySponge
avatar;9;easypeasy118
avatar;9;mrnice
the-hobbit-an-unexpected-journey;8;jedijared182
avatar;8;Lacohfilho
avatar;10;nathan737
thor-the-dark-world;8;supermann234
avatar;8;Doehl
the-double-2013;8;Spangle
avatar;10;Juanolo
avatar;8;Paranoia
thor-the-dark-world;8;Viper8787
avatar;10;potatoes351
avatar;8;000Tuld000
iron-man-3;8;ncstatemike
the-hunger-games-catching-fire;8;dharma
avatar;8;Spangle
avatar;9;TowerPowerHour
the-hunger-games-catching-fire;9;Official
avatar;9;Garian
thor-the-dark-world;8;SythusRATINGS
avatar;8;Necromus
avatar;8;FilmReviews
avatar;9;Jack101
the-hobbit-an-unexpected-journey;10;jfrotylpe532
avatar;8;jfrotylpe532
the-hobbit-an-unexpected-journey;8;Compi24
avatar;10;worleyjamers
the-hobbit-an-unexpected-journey;9;Patrick94
avatar;8;Rox22
hellion;8;Tss5078
the-amazing-spider-man-2;8;Scorpion
avatar;8;giannis19962012
12-years-a-slave;9;diogomendes
avatar;8;ncstatemike
the-dark-knight-rises;10;Pixarlover
the-dark-knight-rises;8;sinadoom
the-hunger-games-catching-fire;8;mrnice
12-years-a-slave;9;homer4president
avatar;10;SEROJ
avatar;10;pottomless
captain-america-the-winter-soldier;9;Violett
avatar;9;Scorpion
a-most-wanted-man;8;Spangle
the-dark-knight-rises;8;Tss5078
12-years-a-slave;9;EpicLadySponge
divergent;9;Tss5078
the-hunger-games-catching-fire;8;Iky009
avatar;10;FreedomFighters
12-years-a-slave;10;MasterRiley
avatar;8;jbrown8989
avatar;8;Rutger-Kikkert
her;10;Compi24
housebound;9;TheQuietGamer
the-dark-knight-rises;9;Official
avatar;9;Blanche
avatar;10;VIC3NT3ST3LVIIO
maleficent;10;Violett
avatar;10;Futuredirector
avatar;9;ten0
the-hunger-games-catching-fire;9;Compi24
avatar;9;Muskrat147
avatar;10;abm0
avatar;9;MasterRiley
avatar;9;JP32
avatar;10;RudeLannister
calvary;9;Spangle
avatar;10;nestoryavith
avatar;10;LukeDzk
iron-man-3;8;cag11
guardians-of-the-galaxy;9;reviewmatt
avatar;10;SonicHD7
when-the-game-stands-tall;8;Tss5078
iron-man-3;9;FreedomFighters
into-the-storm;8;TheQuietGamer
22-jump-street;9;csw12
captain-america-the-winter-soldier;9;BarneyOnMT
captain-america-the-winter-soldier;10;StevenF
the-hunger-games-catching-fire;9;MovieGuys
frank;8;Spangle
the-hunger-games-catching-fire;10;FreedomFighters
frank;8;FilmVirtue
22-jump-street;8;Viper8787
guardians-of-the-galaxy;8;grandpajoe6191
the-amazing-spider-man-2;8;NikolayG
iron-man-3;9;supermann234
her;9;Jacob
guardians-of-the-galaxy;8;dharma
captain-america-the-winter-soldier;8;Compi24
22-jump-street;8;Tokyochuchu
her;8;Tokyochuchu
her;10;beingryanjude
her;8;Spangle
the-hunger-games-catching-fire;9;Viper8787
guardians-of-the-galaxy;8;Epik_Ninnja
her;10;Iky009
her;8;BradySmith
the-dark-knight-rises;8;BradySmith
the-hobbit-an-unexpected-journey;9;LaGuerta
captain-america-the-winter-soldier;9;TheQuietGamer
the-hunger-games-catching-fire;9;SythusRATINGS
iron-man-3;8;EpicLadySponge
22-jump-street;8;bfoore90
iron-man-3;8;BarneyOnMT
the-dark-knight-rises;9;shprea
the-hobbit-an-unexpected-journey;8;Scorpion
the-skeleton-twins;8;beingryanjude
magic-in-the-moonlight;8;MovieGuys
the-hunger-games-catching-fire;8;CineAutoctono
guardians-of-the-galaxy;9;moonman1994
guardians-of-the-galaxy;9;SythusRATINGS
the-dark-knight-rises;10;Scorpion
maleficent;8;TheQuietGamer
iron-man-3;8;MasterRiley
the-skeleton-twins;8;hanneguacamole
guardians-of-the-galaxy;8;EpicLadySponge
the-hunger-games-catching-fire;9;MasterRiley
a-walk-among-the-tombstones;9;TheQuietGamer
maleficent;8;Rox22
the-maze-runner;8;SEROJ
22-jump-street;9;SythusRATINGS
love-is-strange;9;beingryanjude
boyhood;8;Trev29
the-hobbit-an-unexpected-journey;10;JohnnyStephens
the-overnighters;9;EpicLadySponge
the-dark-knight-rises;10;MovieGuys
the-dark-knight-rises;8;cag11
the-amazing-spider-man-2;9;TheQuietGamer
the-dark-knight-rises;9;FreedomFighters
gravity;10;FrozenStar90
nightcrawler;9;Dalek
her;9;EpicLadySponge
the-hobbit-an-unexpected-journey;8;DaEagle
starred-up;8;Spangle
the-dark-knight-rises;10;bfoore90
captain-america-the-winter-soldier;9;dharma
the-dark-knight-rises;9;supermann234
22-jump-street;8;EpicLadySponge
the-dark-knight-rises;9;diogomendes
22-jump-street;8;AaronWasserman1
the-dark-knight-rises;10;Viper8787
22-jump-street;9;MasterRiley
nightcrawler;10;MovieGuys
st-vincent;8;beingryanjude
boyhood;10;MovieGuys
the-maze-runner;8;BradySmith
the-dark-knight-rises;8;SkyrimGuy935
the-hobbit-an-unexpected-journey;8;oxana
captain-america-the-winter-soldier;9;Viper8787
the-dark-knight-rises;9;SythusRATINGS
nightcrawler;8;BradySmith
the-babadook;9;Muskrat147
force-majeure;8;Spangle
alexander-and-the-terrible-horrible-no-good-very-bad-day;8;Tss5078
gravity;8;Compi24
st-vincent;8;TheQuietGamer
the-dark-knight-rises;9;homer4president
guardians-of-the-galaxy;8;MovieGuys
nightcrawler;8;Compi24
captain-america-the-winter-soldier;9;Tokyochuchu
guardians-of-the-galaxy;9;ChrisTaylor94
captain-america-the-winter-soldier;8;TheChaser1985
gravity;10;MovieGuys
the-amazing-spider-man-2;8;SonicHD7
nightcrawler;8;beingryanjude
the-hobbit-an-unexpected-journey;8;worleyjamers
john-wick;9;TheQuietGamer
the-hobbit-an-unexpected-journey;8;Rox22
the-dark-knight-rises;8;EddyGregs
the-dark-knight-rises;8;MovieManiac83
wild;8;beingryanjude
captain-america-the-winter-soldier;9;Tss5078
life-itself;9;anshiman
guardians-of-the-galaxy;8;Spangle
captain-america-the-winter-soldier;8;imthenoob
the-imitation-game;10;beingryanjude
life-itself;9;EpicLadySponge
the-imitation-game;10;MovieGuys
boyhood;8;beingryanjude
the-dark-knight-rises;8;BarneyOnMT
boyhood;8;BradySmith
the-dark-knight-rises;10;Blanche
the-dark-knight-rises;9;AaronWasserman1
john-wick;10;bfoore90
the-dark-knight-rises;10;MasterRiley
the-imitation-game;9;Compi24
nightcrawler;9;TheQuietGamer
interstellar;8;grandpajoe6191
gravity;10;Violett
nightcrawler;9;csw12
gravity;10;Scorpion
the-hobbit-an-unexpected-journey;9;Viper8787
john-wick;9;MasterRiley
nightcrawler;8;Spangle
the-dark-knight-rises;9;SonicHD7
