pirates-of-the-caribbean-the-curse-of-the-black-pearl;0.9999997
pirates-of-the-caribbean-at-worlds-end;0.9098725
pirates-of-the-caribbean-dead-men-tell-no-tales;0.64976937
orange-county;0.34148446
the-pirates!-band-of-misfits;0.31799236
savages;0.26470333
the-d-train;0.2642635
witless-protection;0.24296223
goosebumps;0.24112426
the-eyes-of-my-mother;0.22271426
fools-gold;0.2213657
eternal;0.20897286
jack-and-jill;0.18740581
meet-joe-black;0.18682338
pleasantville;0.18587355
captain-america-the-winter-soldier;0.18438111
natural-born-killers;0.18001285
war-room;0.17659761
the-sapphires;0.16898341
10000-bc;0.16826236
brazil;0.16059752
peggy-sue-got-married;0.15717629
vanilla-sky;0.15717629
never-back-down;0.15397903
the-box;0.15084064
the-american;0.14844309
before-i-fall;0.1440737
pan;0.1412793
house-of-the-sleeping-beauties;0.14033301
spider-man-2;0.13588071
the-gift;0.13570045
the-notebook;0.13256645
the-adventurer-the-curse-of-the-midas-box;0.13256435
life-is-beautiful;0.12524632
beautiful-girls;0.119946264
guardians-of-the-galaxy;0.11994626
to-the-wonder;0.11680192
the-missing;0.111578405
center-of-the-earth-journey-2-the-mysterious-island;0.10956198
surrogates;0.10821255
ayurveda-art-of-being;0.10814467
pocahontas;0.1078843
lilo-stitch;0.1077206
captain-phillips;0.10254196
australia;0.10149388
my-dog-tulip;0.10149387
where-hope-grows;0.10121611
safe-haven;0.1003311
night-at-the-museum-battle-of-the-smithsonian;0.10010183
two-lovers;0.10001264
